ARPT_ID,ARPT_NAME,CITY,STATE_NAME,predicted_score,cert_importance_score,is_military_relevant,LAT_DECIMAL,LONG_DECIMAL
17OH,KOSIK,KIPTON,OHIO,58.82439234197054,0.0,0,41.24255194,-82.27016027
9OH2,TOUSSAINT AIRPARK,GENOA,OHIO,58.82439234197054,0.0,0,41.51560611,-83.30575888
5MI8,BEAUMONT FARMINGTON HILLS,FARMINGTON HILLS,MICHIGAN,58.82375476647892,0.0,0,42.44772222,-83.32280555
55MI,HENRY FORD ST JOHN HOSPITAL,DETROIT,MICHIGAN,58.82375476647892,0.0,0,42.42008888,-82.91674444
13MI,ASCENSION BORGESS-LEE HOSPITAL,DOWAGIAC,MICHIGAN,58.82375476647892,0.0,0,41.98330277,-86.11455833
6MI5,UNIVERSITY OF MICHIGAN HEALTH SPARROW IONIA,IONIA,MICHIGAN,58.82375476647892,0.0,0,42.93631111,-85.06734166
1MI7,MYMICHIGAN MEDICAL CENTER - MOUNT PLEASANT,MT PLEASANT,MICHIGAN,58.82375476647892,0.0,0,43.61527777,-84.75055555
MI49,HILLSDALE HOSPITAL,HILLSDALE,MICHIGAN,58.82375476647892,0.0,0,41.91158333,-84.633
69MI,UNIVERSITY OF MICHIGAN HEALTH SPARROW CLINTON,ST JOHNS,MICHIGAN,58.82375476647892,0.0,0,42.99316388,-84.55375
58MI,PROMEDICA MONROE RGNL HOSPITAL,MONROE,MICHIGAN,58.82375476647892,0.0,0,41.92411388,-83.38894166
56MI,BEAUMONT DEARBORN,DEARBORN,MICHIGAN,58.82375476647892,0.0,0,42.28992222,-83.21575555
2MI2,ST MARY MERCY HOSPITAL,LIVONIA,MICHIGAN,58.82375476647892,0.0,0,42.39221388,-83.40505555
0MI9,HENRY FORD HOSPITAL,DETROIT,MICHIGAN,58.82375476647892,0.0,0,42.36870833,-83.08537777
5MI0,DETROIT MEDICAL CENTER,DETROIT,MICHIGAN,58.82375476647892,0.0,0,42.35638055,-83.05734722
17MI,GRACE HOSPITAL,DETROIT,MICHIGAN,58.82375476647892,0.0,0,42.41805833,-83.18261666
32MI,WILLIAM BEAUMONT HOSPITAL,ROYAL OAK,MICHIGAN,58.82375476647892,0.0,0,42.51507777,-83.19416666
53MI,HURON VALLEY SINAI HOSPITAL,COMMERCE,MICHIGAN,58.82375476647892,0.0,0,42.59330555,-83.49994444
MI85,COMMUNITY HEALTH CENTER OF BRANCH COMPANY,COLDWATER,MICHIGAN,58.82375476647892,0.0,0,41.93793888,-84.98920833
MI14,OVERFLOW PAD (LOWER PAD),ANN ARBOR,MICHIGAN,58.82375476647892,0.0,0,42.28320833,-83.72903611
87MI,ASCENSION BORGESS PIPP HOSPITAL,PLAINWELL,MICHIGAN,58.82375476647892,0.0,0,42.44726111,-85.654975
MI50,CS MOTT,ANN ARBOR,MICHIGAN,58.82375476647892,0.0,0,42.28223888,-83.72668333
MI00,MCLAREN MACOMB HOSPITAL,MOUNT CLEMENS,MICHIGAN,58.82375476647892,0.0,0,42.58869444,-82.89841666
83MI,TRINITY HEALTH OAKLAND,PONTIAC,MICHIGAN,58.82375476647892,0.0,0,42.61211111,-83.27586111
73MI,MCLAREN PORT HURON,PORT HURON,MICHIGAN,58.82375476647892,0.0,0,42.98683333,-82.42916666
MI06,LAKE HURON MEDICAL CENTER,PORT HURON,MICHIGAN,58.82375476647892,0.0,0,42.95631944,-82.43463888
08MI,SPARROW HOSPITAL,LANSING,MICHIGAN,58.82375476647892,0.0,0,42.73444444,-84.53583333
8MI0,MIDMICHIGAN HEALTH PARK,BAY CITY,MICHIGAN,58.82375476647892,0.0,0,43.61772222,-83.93067777
05MI,BEAUMONT HOSPITAL TAYLOR,TAYLOR,MICHIGAN,58.82375476647892,0.0,0,42.23638888,-83.27638888
2MI7,MCLAREN GREATER LANSING HOSPITAL,LANSING,MICHIGAN,58.82375476647892,0.0,0,42.70144722,-84.50041111
63MI,PROVIDENCE HOSPITAL,NOVI,MICHIGAN,58.82375476647892,0.0,0,42.48622222,-83.52007222
40MI,UNIVERSITY OF MICHIGAN HEALTH SPARROW CARSON CITY,CARSON CITY,MICHIGAN,58.82375476647892,0.0,0,43.17572777,-84.84124166
70MI,CHARLEVOIX AREA HOSPITAL,CHARLEVOIX,MICHIGAN,58.82375476647892,0.0,0,45.31416666,-85.275
7MI5,CHELSEA HOSPITAL,CHELSEA,MICHIGAN,58.82375476647892,0.0,0,42.30775277,-84.01436666
5MI5,BORGESS MEDICAL CENTER,KALAMAZOO,MICHIGAN,58.82375476647892,0.0,0,42.3084455,-85.56057213
06MI,HENRY FORD JACKSON HOSPITAL,JACKSON,MICHIGAN,58.82375476647892,0.0,0,42.25111111,-84.39138888
MI04,MCLAREN FLINT,FLINT,MICHIGAN,58.82375476647892,0.0,0,43.01482777,-83.73204444
90MI,HENRY FORD MACOMB HOSPITAL,CLINTON TOWNSHIP,MICHIGAN,58.82375476647892,0.0,0,42.61541944,-82.96176388
10MI,ASCENSION ST MARY'S HOSPITAL,SAGINAW,MICHIGAN,58.82375476647892,0.0,0,43.42579166,-83.93957222
36MI,TRINITY HEALTH-MUSKEGON CAMPUS,MUSKEGON,MICHIGAN,58.82375476647892,0.0,0,43.20598333,-86.20743611
MI97,COREWELL HEALTH BUTTERWORTH,GRAND RAPIDS,MICHIGAN,58.82375476647892,0.0,0,42.96900277,-85.66518611
4MI0,PROMEDICA HICKMAN HOSPITAL,ADRIAN,MICHIGAN,58.82375476647892,0.0,0,41.96462222,-84.00834166
8MI1,ASCENSION GENESYS HOSPITAL,GRAND BLANC,MICHIGAN,58.82375476647892,0.0,0,42.89130555,-83.64185
MI91,WSR,UNION CITY,MICHIGAN,58.82375476647892,0.0,0,42.05833333,-85.16180555
9MI0,TRINITY HEALTH SYSTEMS ANN ARBOR,YPSILANTI,MICHIGAN,58.82375476647892,0.0,0,42.26401388,-83.65368888
2MI1,COREWELL HEALTH BLODGETT,GRAND RAPIDS,MICHIGAN,58.82375476647892,0.0,0,42.95376111,-85.62251666
22MI,MUNSON MEDICAL CENTER,TRAVERSE CITY,MICHIGAN,58.82375476647892,0.0,0,44.75943055,-85.64453611
MI87,COREWELL HEALTH WATERVLIET HOSPITAL,WATERVLIET,MICHIGAN,58.82375476647892,0.0,0,42.18483611,-86.25054444
MI33,BEAUMONT HOSPITAL WAYNE,WAYNE,MICHIGAN,58.82375476647892,0.0,0,42.27263888,-83.366725
MI51,COREWELL HEALTH ZEELAND HOSPITAL,ZEELAND,MICHIGAN,58.82375476647892,0.0,0,42.82045555,-85.989075
3MI4,MEML MEDICAL CENTER,LUDINGTON,MICHIGAN,58.82375476647892,0.0,0,43.95794444,-86.42824444
84MI,TRINITY HEALTH GRAND HAVEN HOSPITAL,GRAND HAVEN,MICHIGAN,58.82375476647892,0.0,0,43.05142777,-86.23009166
81MI,THREE RIVERS HEALTH,THREE RIVERS,MICHIGAN,58.82375476647892,0.0,0,41.93549166,-85.64869166
0MI0,2110 SOUTH M-76,WEST BRANCH,MICHIGAN,58.82375476647892,0.0,0,44.27320833,-84.22273055
MI63,TRINITY HEALTH GRAND RAPIDS,GRAND RAPIDS,MICHIGAN,58.82375476647892,0.0,0,42.95927777,-85.66369444
0MI5,MUNSON HEALTHCARE MANISTEE HOSPITAL,MANISTEE,MICHIGAN,58.82375476647892,0.0,0,44.27076666,-86.27518333
MI16,ASPIRUS IRONWOOD HOSPITAL,IRONWOOD,MICHIGAN,58.82303419700312,0.0,0,46.48111111,-90.10527777
76MI,MARQUETTE RGNL HOSPITAL,MARQUETTE,MICHIGAN,58.82303419700312,0.0,0,46.54408333,-87.40638888
MI43,BARAGA COUNTY MEML HOSPITAL,L'ANSE,MICHIGAN,58.8220691365531,0.0,0,46.7317,-88.42350555
OI87,FIRELANDS RGNL MEDICAL CENTER,SANDUSKY,OHIO,58.82080001256053,0.0,0,41.44691222,-82.71117
OH75,HARDIN MEML HOSPITAL,KENTON,OHIO,58.82080001256053,0.0,0,40.64577777,-83.59543055
9OI2,CLEVELAND CLINIC MENTOR HOSPITAL,MENTOR,OHIO,58.82080001256053,0.0,0,41.65062222,-81.34116666
87OH,UNIVERSITY HOSPITALS GENEVA MEDICAL CENTER,GENEVA,OHIO,58.82080001256053,0.0,0,41.79860472,-80.96142791
8OI4,TRINITY MEDICAL CENTER WEST,STEUBENVILLE,OHIO,58.82080001256053,0.0,0,40.36668055,-80.65862222
60OH,UNIVERSITY HOSPITALS LAKE WEST MEDICAL CENTER,WILLOUGHBY,OHIO,58.82080001256053,0.0,0,41.62558041,-81.43366819
OA09,MADISON HEALTH,LONDON,OHIO,58.82080001256053,0.0,0,39.89325833,-83.45248055
9OH6,HOLZER EMERGENCY MEDICAL FACILITY,POMEROY,OHIO,58.82080001256053,0.0,0,39.05584722,-82.01389166
93OH,UNIVERSITY HOSPITALS GEAUGA MEDICAL CENTER,CHARDON,OHIO,58.82080001256053,0.0,0,41.50775833,-81.188955
13OI,"CLEVELAND CLINIC, UNION HOSPITAL",DOVER,OHIO,58.82080001256053,0.0,0,40.51571319,-81.45595805
OI65,AULTMAN HOSPITAL,CANTON,OHIO,58.82080001256053,0.0,0,40.797775,-81.40306111
01OI,GALION COMMUNITY HOSPITAL,GALION,OHIO,58.82080001256053,0.0,0,40.73026944,-82.80200277
OH85,MARIETTA MEML HOSPITAL,MARIETTA,OHIO,58.82080001256053,0.0,0,39.43209722,-81.46412222
47OI,WADSWORTH-RITTMAN HOSPITAL,WADSWORTH,OHIO,58.82080001256053,0.0,0,41.02776944,-81.7506
OH72,OAK HILL HOSPITAL,OAK HILL,OHIO,58.82080001256053,0.0,0,38.89590888,-82.57710611
OH10,MIAMI VALLEY JAMESTOWN EMERGENCY CENTER,JAMESTOWN,OHIO,58.82080001256053,0.0,0,39.65556944,-83.75077777
OH00,HOLZER MEDICAL CENTER - JACKSON,JACKSON,OHIO,58.82080001256053,0.0,0,39.03301388,-82.64011388
2OH3,ADAMS COUNTY RGNL MEDICAL CENTER,SEAMAN,OHIO,58.82080001256053,0.0,0,38.93386944,-83.58339166
4OA1,FAIRFIELD MEDICAL CENTER,LANCASTER,OHIO,58.82080001256053,0.0,0,39.71816666,-82.57780555
04OH,"CLEVELAND CLINIC, BRUNSWICK FAMILY HEALTH CENTER",BRUNSWICK,OHIO,58.82080001256053,0.0,0,41.23775833,-81.81549722
OI95,NATIONWIDE CHILDREN'S HOSPITAL,COLUMBUS,OHIO,58.82080001256053,0.0,0,39.9526865,-82.9801555
41OI,OHIOHEALTH MANSFIELD HOSPITAL,MANSFIELD,OHIO,58.82080001256053,0.0,0,40.75287222,-82.52948333
OH83,LIMA MEML HOSPITAL,LIMA,OHIO,58.82080001256053,0.0,0,40.73567777,-84.08689166
2OI6,UNIVERSITY HOSPITAL EAST,COLUMBUS,OHIO,58.82080001256053,0.0,0,39.97034194,-82.96240361
OH14,MEDFLIGHT 9,JEFFERSONVILLE,OHIO,58.82080001256053,0.0,0,39.61044166,-83.58497222
70OH,INSIGHT HOSPITAL & MEDICAL CENTER TRUMBULL,WARREN,OHIO,58.82080001256053,0.0,0,41.23499444,-80.79908888
OA52,ROSS HEART HOSPITAL,COLUMBUS,OHIO,58.82080001256053,0.0,0,39.99515555,-83.01828055
3OI8,ST LUKE'S HOSPITAL,MAUMEE,OHIO,58.82080001256053,0.0,0,41.5561,-83.68208611
OH81,SPRINGFIELD RGNL MEDICAL CENTER,SPRINGFIELD,OHIO,58.82080001256053,0.0,0,39.92875233,-83.81751727
8OA3,MERCY HEALTH - THE JEWISH HOSPITAL,CINCINNATI,OHIO,58.82080001256053,0.0,0,39.206515,-84.38073055
3OH5,KETTERING HEALTH MIDDLETOWN,MIDDLETOWN,OHIO,58.82080001256053,0.0,0,39.49222222,-84.31916666
4OI0,FLOWER HOSPITAL,SYLVANIA,OHIO,58.82080001256053,0.0,0,41.70841666,-83.69233333
96OI,KETTERING HOSPITAL,KETTERING,OHIO,58.82080001256053,0.0,0,39.69538333,-84.19227777
6OI6,TOLEDO HOSPITAL,TOLEDO,OHIO,58.82080001256053,0.0,0,41.67337777,-83.59505555
92OI,GOOD SAMARITAN HOSPITAL,CINCINNATI,OHIO,58.82080001256053,0.0,0,39.13922583,-84.52077638
OH01,GRANT MEDICAL CENTER,COLUMBUS,OHIO,58.82080001256053,0.0,0,39.96058333,-82.991475
OH91,ADENA RGNL MEDICAL CNTR,CHILLICOTHE,OHIO,58.82080001256053,0.0,0,39.39563055,-82.97028888
8OH9,UNIVERSITY HOSPITAL/SICU,CINCINNATI,OHIO,58.82080001256053,0.0,0,39.13728138,-84.50272055
03OI,"CLEVELAND CLINIC, MARYMOUNT HOSPITAL",GARFIELD HEIGHTS,OHIO,58.82080001256053,0.0,0,41.42030833,-81.59954444
OA22,BETHESDA NORTH HOSPITAL,MONTGOMERY,OHIO,58.82080001256053,0.0,0,39.2532,-84.34191111
OI97,ST ANN'S,WESTERVILLE,OHIO,58.82080001256053,0.0,0,40.11368611,-82.94380277
OI53,ST VINCENT HOSPITAL & MEDICAL CENTER,TOLEDO,OHIO,58.82080001256053,0.0,0,41.66730555,-83.54134444
70OI,CRESTLINE HOSPITAL,CRESTLINE,OHIO,58.82080001256053,0.0,0,40.79283055,-82.73933888
52OH,COSHOCTON RGNL MEDICAL CENTER,COSHOCTON,OHIO,58.82080001256053,0.0,0,40.27096388,-81.84855833
92OH,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,CONNEAUT,OHIO,58.82080001256053,0.0,0,41.93849069,-80.58634736
0OA2,"CLEVELAND CLINIC, MEDINA HOSPITAL",MEDINA,OHIO,58.82080001256053,0.0,0,41.13701388,-81.83671944
94OH,ST RITA'S MEDICAL CENTER,LIMA,OHIO,58.82080001256053,0.0,0,40.74055277,-84.11830277
33OA,LIBERTY EMS,LIBERTY TOWNSHIP,OHIO,58.82080001256053,0.0,0,39.37733055,-84.3684
4OH7,HOLZER,GALLIPOLIS,OHIO,58.82080001256053,0.0,0,38.84582222,-82.23876666
00OI,MIAMI VALLEY HOSPITAL,DAYTON,OHIO,58.82080001256053,0.0,0,39.74491894,-84.18726127
OA33,CINCINNATI CHILDRENS EMS,CINCINNATI,OHIO,58.82080001256053,0.0,0,39.14209305,-84.50265277
OH08,FISHER-TITUS MEDICAL CENTER,NORWALK,OHIO,58.82080001256053,0.0,0,41.22368486,-82.60341747
15OH,TWIN CITY HOSPITAL,DENNISON,OHIO,58.82080001256053,0.0,0,40.40256666,-81.33733611
97OI,SALEM RGNL MEDICAL CENTER,SALEM,OHIO,58.82080001256053,0.0,0,40.90054444,-80.83340555
4OH5,"CLEVELAND CLINIC, TWINSBURG FAMILY HEALTH CENTER",TWINSBURG,OHIO,58.82080001256053,0.0,0,41.301247,-81.436882
OH25,GRADY MEML HOSPITAL,DELAWARE,OHIO,58.82080001256053,0.0,0,40.30606111,-83.09060833
OH11,WEST CHESTER HOSPITAL,WEST CHESTER,OHIO,58.82080001256053,0.0,0,39.35829311,-84.36906138
OH50,UNIVERSITY HOSPITALS ST JOHN MEDICAL CENTER,WESTLAKE,OHIO,58.82080001256053,0.0,0,41.4364093,-81.94536625
OI21,VA HOSPITAL,CHILLICOTHE,OHIO,58.82080001256053,0.0,0,39.387925,-83.01936944
13OH,KETTERING HEALTH PIQUA,PIQUA,OHIO,58.82080001256053,0.0,0,40.14972222,-84.21694444
11OH,FAYETTE COUNTY MEML HOSPITAL,WASHINGTON COURT HOUSE,OHIO,58.82080001256053,0.0,0,39.54775555,-83.42795833
OI83,CLEVELAND CLINIC/HILLCREST HOSPITAL,MAYFIELD HEIGHTS,OHIO,58.82080001256053,0.0,0,41.51906666,-81.4357
00OH,GOOD SAMARITAN MEDICAL CENTER,CINCINNATI,OHIO,58.82080001256053,0.0,0,39.20305555,-84.67055833
2OH5,CHILDRENS MEDICAL CENTER,DAYTON,OHIO,58.82080001256053,0.0,0,39.7735,-84.16983333
OH73,FULTON COUNTY HEALTH CENTER,WAUSEON,OHIO,58.82080001256053,0.0,0,41.53795833,-84.13203333
80OI,CLEVELAND CLINIC SOUTH POINTE,WARRENSVILLE HEIGHTS,OHIO,58.82080001256053,0.0,0,41.44674166,-81.53820555
1OH0,CLINTON MEML HOSPITAL,WILMINGTON,OHIO,58.82080001256053,0.0,0,39.44318611,-83.84058055
OH31,SYCAMORE HOSPITAL,MIAMISBURG,OHIO,58.82080001256053,0.0,0,39.63790833,-84.24749444
19OH,OHIOHEALTH ASHLAND HEALTH CENTER,ASHLAND,OHIO,58.82080001256053,0.0,0,40.86047222,-82.277525
1OH4,"CLEVELAND CLINIC, AVON HOSPITAL",AVON,OHIO,58.82080001256053,0.0,0,41.469664,-81.981167
64OH,MERCY KINGS MILLS,KINGS MILLS,OHIO,58.82080001256053,0.0,0,39.35626111,-84.25585
5OH0,MERCY CLERMONT HOSPITAL,BATAVIA,OHIO,58.82080001256053,0.0,0,39.07915888,-84.14527319
OH62,SOUTHERN OHIO RGNL MEDICAL CENTER,PORTSMOUTH,OHIO,58.82080001256053,0.0,0,38.754525,-82.97949444
OH16,SOUTHWEST RGNL MEDICAL CENTER,GEORGETOWN,OHIO,58.82080001256053,0.0,0,38.85910186,-83.89588313
99OI,FOSTORIA COMMUNITY HOSPITAL,FOSTORIA,OHIO,58.82080001256053,0.0,0,41.16326944,-83.4242
8OH1,AULTMAN ORRVILLE HOSPITAL,ORRVILLE,OHIO,58.82080001256053,0.0,0,40.83199444,-81.76180555
89OH,BLANCHARD VALEY RGNL HEALTH CENTER,FINDLAY,OHIO,58.82080001256053,0.0,0,41.01777777,-83.65138888
3OH3,HOLZER ATHENS,ATHENS,OHIO,58.82080001256053,0.0,0,39.33323888,-82.02919444
0OH4,UPPER VALLEY MEDICAL CENTER,TROY,OHIO,58.82080001256053,0.0,0,40.08581791,-84.22887355
OH23,OHIOHEALTH O'BLENESS HOSPITAL,ATHENS,OHIO,58.82080001256053,0.0,0,39.32649444,-82.11463333
8OH0,ASHTABULA RGNL MEDICAL CENTER,ASHTABULA,OHIO,58.82080001256053,0.0,0,41.880885,-80.793771
23OH,JOINT TOWNSHIP MEML HOSPITAL,ST. MARYS,OHIO,58.82080001256053,0.0,0,40.54466294,-84.37238416
3OA9,MEML HOSPITAL,MARYSVILLE,OHIO,58.82080001256053,0.0,0,40.22973055,-83.36763333
OH06,HENRY COUNTY HOSPITAL,NAPOLEON,OHIO,58.82080001256053,0.0,0,41.41197777,-84.08758055
52OI,MERCY MEDICAL CENTER,CANTON,OHIO,58.82080001256053,0.0,0,40.81256777,-81.3938275
OI44,ST CHARLES HOSPITAL,OREGON,OHIO,58.82080001256053,0.0,0,41.63244722,-83.48290555
9OH9,AHUJA MEDICAL CENTER,BEACHWOOD,OHIO,58.82080001256053,0.0,0,41.453025,-81.49386944
OA35,SOIN MEDICAL CENTER,BEAVERCREEK,OHIO,58.82080001256053,0.0,0,39.77175,-84.06383333
5OH3,MARY RUTAN,BELLEFONTAINE,OHIO,58.82080001256053,0.0,0,40.377275,-83.7541
4OH9,BELLEVUE HOSPITAL,BELLEVUE,OHIO,58.82080001256053,0.0,0,41.288703,-82.88235277
77OI,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,CLEVELAND,OHIO,58.82080001256053,0.0,0,41.50615694,-81.60539305
OI86,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,RAVENNA,OHIO,58.82080001256053,0.0,0,41.17739166,-81.25007777
48OH,UH-BROADVIEW HEIGHTS HEALTH CENTER,BROADWAY HEIGHTS,OHIO,58.82080001256053,0.0,0,41.31897222,-81.64761111
82OH,COMMUNITY HOSPITAL OF WILLIAMS COUNTY,BRYAN,OHIO,58.82080001256053,0.0,0,41.47424166,-84.55798611
6OI8,CLEVELAND CLINIC FOUNDATION,CLEVELAND,OHIO,58.82080001256053,0.0,0,41.50061666,-81.622075
71OH,THE CHRIST HOSPITAL MEDICAL CENTER,HAMILTON,OHIO,58.82080001256053,0.0,0,39.37544444,-84.36080555
85OH,WOOD COUNTY HOSPITAL,BOWLING GREEN,OHIO,58.82080001256053,0.0,0,41.37656111,-83.66670833
53OI,METRO HEALTH MEDICAL CENTER,CLEVELAND,OHIO,58.82080001256053,0.0,0,41.46071938,-81.69871161
OA17,BUCYRUS COMMUNITY HOSPITAL,BUCYRUS,OHIO,58.82080001256053,0.0,0,40.81816388,-82.98013611
01OH,ATRIUM MEDICAL CENTER,MIDDLETOWN,OHIO,58.82080001256053,0.0,0,39.49747222,-84.31391666
OA15,FORT HAMILTON HOSPITAL,HAMILTON,OHIO,58.82080001256053,0.0,0,39.41636944,-84.57316111
97OH,UNIVERSITY HOSPITALS TRIPOINT MEDICAL CENTER,PAINESVILLE,OHIO,58.82080001256053,0.0,0,41.66173527,-81.24661625
74OI,LICKING MEML HOSPITAL,NEWARK,OHIO,58.82080001256053,0.0,0,40.0483,-82.45193888
54OI,COMMUNITY HOSPITAL,COLDWATER,OHIO,58.82080001256053,0.0,0,40.48025,-84.638625
61OI,MC CULLOUGH HYDE HOSPITAL,OXFORD,OHIO,58.82080001256053,0.0,0,39.51258333,-84.74193333
OI79,PROMEDICA MEML HOSPITAL,FREMONT,OHIO,58.82080001256053,0.0,0,41.33970833,-83.13477777
9OH4,NORTH RIDGEVILLE HOSPITAL,NORTH RIDGEVILLE,OHIO,58.82080001256053,0.0,0,41.38371666,-81.98243333
OH04,KNOX COMMUNITY HOSPITAL,MOUNT VERNON,OHIO,58.82080001256053,0.0,0,40.39883333,-82.44899722
OA06,AFFINITY MEDICAL CENTER,MASSILLON,OHIO,58.82080001256053,0.0,0,40.80461666,-81.51659722
84OH,DAYTON SPRINGFIELD EMERGENCY CENTER,FAIRBORN,OHIO,58.82080001256053,0.0,0,39.84708333,-83.98984166
3OH2,AIR CARE & MOBILE CARE MOUNT ORAB,MOUNT ORAB,OHIO,58.82080001256053,0.0,0,39.03730833,-83.92389722
06O1,ST ELIZABETH MEDICAL CENTER,YOUNGSTOWN,OHIO,58.82080001256053,0.0,0,41.11458055,-80.65905555
6OI4,MARION GENERAL HOSPITAL,MARION,OHIO,58.82080001256053,0.0,0,40.571852,-83.130051
85OI,CHILDREN'S HOSPITAL,AKRON,OHIO,58.82080001256053,0.0,0,41.08023055,-81.52501944
96OH,AVITA ONTARIO,ONTARIO,OHIO,58.82080001256053,0.0,0,40.77141666,-82.59491666
68OH,AIR EVAC 97,PORTSMOUTH,OHIO,58.82080001256053,0.0,0,38.73953333,-82.98786666
88OI,AKRON CITY HOSPITAL,AKRON,OHIO,58.82080001256053,0.0,0,41.08071111,-81.50009722
OH05,"CLEVELAND CLINIC, AKRON GENERAL HOSPITAL",AKRON,OHIO,58.82080001256053,0.0,0,41.07702486,-81.53132986
OI23,UNIVERSITY HOSPITALS ELYRIA MEDICAL CENTER,ELYRIA,OHIO,58.82080001256053,0.0,0,41.36671666,-82.09757777
69OH,GREENE MEML HOSPITAL,XENIA,OHIO,58.82080001256053,0.0,0,39.699601,-83.92674447
99OH,MERCY MEML HOSPITAL,URBANA,OHIO,58.82080001256053,0.0,0,40.10835277,-83.72914444
OI61,MOUNT CARMEL HEALTH,COLUMBUS,OHIO,58.82080001256053,0.0,0,39.95802777,-83.02159444
6OH3,KETTERING EMERGENCY CENTER PREBLE,EATON,OHIO,58.82080001256053,0.0,0,39.76673055,-84.6481875
OA08,MEDFLIGHT,COLUMBUS,OHIO,58.82080001256053,0.0,0,40.085,-83.06833333
OH37,MERCY ANDERSON,CINCINNATI,OHIO,58.82080001256053,0.0,0,39.0855,-84.35019722
OH17,KETTERING HEALTH TROY,TROY,OHIO,58.82080001256053,0.0,0,40.04381666,-84.21099444
7OH0,EAST LIVERPOOL CITY HOSPITAL,EAST LIVERPOOL,OHIO,58.82080001256053,0.0,0,40.62202472,-80.58563388
62OI,UNIVERSITY HOSPITALS PARMA MEDICAL CENTER,PARMA,OHIO,58.82080001256053,0.0,0,41.38230833,-81.73194722
5OH7,MERCY FAIRFIELD HOSPITAL,FAIRFIELD,OHIO,58.82080001256053,0.0,0,39.31177652,-84.51814966
9OI9,RIVERSIDE METHODIST HOSPITAL,COLUMBUS,OHIO,58.82080001256053,0.0,0,40.03130555,-83.03613888
OH27,CLEVELAND CLINIC FAIRVIEW HOSPITAL,CLEVELAND,OHIO,58.82080001256053,0.0,0,41.45045555,-81.82269722
9OH0,MERCY MT. ORAB HOSPITAL,MOUNT ORAB,OHIO,58.82080001256053,0.0,0,39.04599808,-83.94090544
43OI,WINDSWEPT,NORTH BALTIMORE,OHIO,58.81845746023611,0.0,0,41.19866305,-83.7007675
3MI9,NESS LANDING,RAPID RIVER,MICHIGAN,58.818228244070475,0.0,0,45.90388888,-86.97027777
MN63,STOCKER,JORDAN,MINNESOTA,58.81625910977878,0.0,0,44.68329611,-93.63690166
MN67,SKY PARK,LYDIA,MINNESOTA,58.81625910977878,0.0,0,44.659685,-93.51828611
MN09,CRYSTAL LAKE,BURNSVILLE,MINNESOTA,58.81625910977878,0.0,0,44.72218666,-93.26688833
1MN8,SKY HARBOR RESIDENTIAL AIRPARK,WEBSTER,MINNESOTA,58.81625910977878,0.0,0,44.52573888,-93.32745833
MN45,JENNRICH FLD,FARMINGTON,MINNESOTA,58.81625910977878,0.0,0,44.57027777,-93.13215972
MN62,QUAST,HUTCHINSON,MINNESOTA,58.81625910977878,0.0,0,44.84996222,-94.35026027
MN58,SKY MEADOW,HASTINGS,MINNESOTA,58.81625910977878,0.0,0,44.697745,-92.86409416
MN69,MAPLE,MAPLE PLAIN,MINNESOTA,58.81625910977878,0.0,0,45.00274055,-93.67190611
33OI,SOARING HORSE,CHATHAM TOWNSHIP,OHIO,58.81599405962789,0.0,0,41.08283277,-82.0432025
2C9,TOLEDO,TOLEDO,OHIO,58.81599405962789,0.0,0,41.62222222,-83.553375
MN89,AEROVILLA,PERHAM,MINNESOTA,58.815538540302974,0.0,0,46.61662611,-95.65032138
MN35,WILD RICE LAKE,DULUTH,MINNESOTA,58.814802873201856,0.0,0,46.89993805,-92.1621325
MY94,COUNTRY HAVEN,CLOQUET,MINNESOTA,58.814802873201856,0.0,0,46.7525,-92.41916666
MY76,JOHNSON'S SEA LANDING,TOWER,MINNESOTA,58.814802873201856,0.0,0,47.85609444,-92.391675
MN92,LENNARTSON,PROCTOR,MINNESOTA,58.814802873201856,0.0,0,46.74994222,-92.30019111
M56,GUNFLINT LODGE,GRAND MARAIS,MINNESOTA,58.814802873201856,0.0,0,48.08527777,-90.75027777
MN86,SKY MANOR AERO ESTATES,PARK RAPIDS,MINNESOTA,58.81457347985295,0.0,0,47.04579222,-95.12252083
5MN2,HOILAND FLD,BAGLEY,MINNESOTA,58.81457347985295,0.0,0,47.39579027,-95.36751833
MN77,JERGER'S FLD,MOORHEAD,MINNESOTA,58.81457347985295,0.0,0,46.92357361,-96.71563361
MN52,GOSPEL RANCH,HIBBING,MINNESOTA,58.81457347985295,0.0,0,47.2285,-93.09111111
MN01,HAMMARS FARM,ADA,MINNESOTA,58.81457347985295,0.0,0,47.28330138,-96.61701666
41MA,HANEY,MASHPEE,MASSACHUSETTS,58.81349979452442,0.0,0,41.59026666,-70.47453055
55WA,WILKINSON RANCH,YAKIMA,WASHINGTON,58.81343310159307,0.0,0,46.52805555,-120.76138888
3WA1,JOHNSON'S LANDING,LEAVENWORTH,WASHINGTON,58.81343310159307,0.0,0,47.60361111,-120.67008805
16WA,TIGHTCLIFF,NINE MILE FALLS,WASHINGTON,58.81343310159307,0.0,0,47.84472222,-117.69361111
0ME4,PEASLEY FLD,OTIS,MAINE,58.81293177292912,0.0,0,44.74246944,-68.47440277
20ME,JERRY DOUGLASS,LISBON,MAINE,58.81293177292912,0.0,0,44.05833333,-70.09861111
